timestamp,무역수지
2019-01-01,5.548387097
2019-01-02,5.548387097
2019-01-03,5.548387097
2019-01-04,5.548387097
2019-01-05,5.548387097
2019-01-06,5.548387097
2019-01-07,5.548387097
2019-01-08,5.548387097
2019-01-09,5.548387097
2019-01-10,5.548387097
2019-01-11,5.548387097
2019-01-12,5.548387097
2019-01-13,5.548387097
2019-01-14,5.548387097
2019-01-15,5.548387097
2019-01-16,5.548387097
2019-01-17,5.548387097
2019-01-18,5.548387097
2019-01-19,5.548387097
2019-01-20,5.548387097
2019-01-21,5.548387097
2019-01-22,5.548387097
2019-01-23,5.548387097
2019-01-24,5.548387097
2019-01-25,5.548387097
2019-01-26,5.548387097
2019-01-27,5.548387097
2019-01-28,5.548387097
2019-01-29,5.548387097
2019-01-30,5.548387097
2019-01-31,5.548387097
2019-02-01,1.178571429
2019-02-02,1.178571429
2019-02-03,1.178571429
2019-02-04,1.178571429
2019-02-05,1.178571429
2019-02-06,1.178571429
2019-02-07,1.178571429
2019-02-08,1.178571429
2019-02-09,1.178571429
2019-02-10,1.178571429
2019-02-11,1.178571429
2019-02-12,1.178571429
2019-02-13,1.178571429
2019-02-14,1.178571429
2019-02-15,1.178571429
2019-02-16,1.178571429
2019-02-17,1.178571429
2019-02-18,1.178571429
2019-02-19,1.178571429
2019-02-20,1.178571429
2019-02-21,1.178571429
2019-02-22,1.178571429
2019-02-23,1.178571429
2019-02-24,1.178571429
2019-02-25,1.178571429
2019-02-26,1.178571429
2019-02-27,1.178571429
2019-02-28,1.178571429
2019-03-01,-0.064516129
2019-03-02,-0.064516129
2019-03-03,-0.064516129
2019-03-04,-0.064516129
2019-03-05,-0.064516129
2019-03-06,-0.064516129
2019-03-07,-0.064516129
2019-03-08,-0.064516129
2019-03-09,-0.064516129
2019-03-10,-0.064516129
2019-03-11,-0.064516129
2019-03-12,-0.064516129
2019-03-13,-0.064516129
2019-03-14,-0.064516129
2019-03-15,-0.064516129
2019-03-16,-0.064516129
2019-03-17,-0.064516129
2019-03-18,-0.064516129
2019-03-19,-0.064516129
2019-03-20,-0.064516129
2019-03-21,-0.064516129
2019-03-22,-0.064516129
2019-03-23,-0.064516129
2019-03-24,-0.064516129
2019-03-25,-0.064516129
2019-03-26,-0.064516129
2019-03-27,-0.064516129
2019-03-28,-0.064516129
2019-03-29,-0.064516129
2019-03-30,-0.064516129
2019-03-31,-0.064516129
2019-04-01,-0.9
2019-04-02,-0.9
2019-04-03,-0.9
2019-04-04,-0.9
2019-04-05,-0.9
2019-04-06,-0.9
2019-04-07,-0.9
2019-04-08,-0.9
2019-04-09,-0.9
2019-04-10,-0.9
2019-04-11,-0.9
2019-04-12,-0.9
2019-04-13,-0.9
2019-04-14,-0.9
2019-04-15,-0.9
2019-04-16,-0.9
2019-04-17,-0.9
2019-04-18,-0.9
2019-04-19,-0.9
2019-04-20,-0.9
2019-04-21,-0.9
2019-04-22,-0.9
2019-04-23,-0.9
2019-04-24,-0.9
2019-04-25,-0.9
2019-04-26,-0.9
2019-04-27,-0.9
2019-04-28,-0.9
2019-04-29,-0.9
2019-04-30,-0.9
2019-05-01,0.677419355
2019-05-02,0.677419355
2019-05-03,0.677419355
2019-05-04,0.677419355
2019-05-05,0.677419355
2019-05-06,0.677419355
2019-05-07,0.677419355
2019-05-08,0.677419355
2019-05-09,0.677419355
2019-05-10,0.677419355
2019-05-11,0.677419355
2019-05-12,0.677419355
2019-05-13,0.677419355
2019-05-14,0.677419355
2019-05-15,0.677419355
2019-05-16,0.677419355
2019-05-17,0.677419355
2019-05-18,0.677419355
2019-05-19,0.677419355
2019-05-20,0.677419355
2019-05-21,0.677419355
2019-05-22,0.677419355
2019-05-23,0.677419355
2019-05-24,0.677419355
2019-05-25,0.677419355
2019-05-26,0.677419355
2019-05-27,0.677419355
2019-05-28,0.677419355
2019-05-29,0.677419355
2019-05-30,0.677419355
2019-05-31,0.677419355
2019-06-01,0.7
2019-06-02,0.7
2019-06-03,0.7
2019-06-04,0.7
2019-06-05,0.7
2019-06-06,0.7
2019-06-07,0.7
2019-06-08,0.7
2019-06-09,0.7
2019-06-10,0.7
2019-06-11,0.7
2019-06-12,0.7
2019-06-13,0.7
2019-06-14,0.7
2019-06-15,0.7
2019-06-16,0.7
2019-06-17,0.7
2019-06-18,0.7
2019-06-19,0.7
2019-06-20,0.7
2019-06-21,0.7
2019-06-22,0.7
2019-06-23,0.7
2019-06-24,0.7
2019-06-25,0.7
2019-06-26,0.7
2019-06-27,0.7
2019-06-28,0.7
2019-06-29,0.7
2019-06-30,0.7
2019-07-01,0.870967742
2019-07-02,0.870967742
2019-07-03,0.870967742
2019-07-04,0.870967742
2019-07-05,0.870967742
2019-07-06,0.870967742
2019-07-07,0.870967742
2019-07-08,0.870967742
2019-07-09,0.870967742
2019-07-10,0.870967742
2019-07-11,0.870967742
2019-07-12,0.870967742
2019-07-13,0.870967742
2019-07-14,0.870967742
2019-07-15,0.870967742
2019-07-16,0.870967742
2019-07-17,0.870967742
2019-07-18,0.870967742
2019-07-19,0.870967742
2019-07-20,0.870967742
2019-07-21,0.870967742
2019-07-22,0.870967742
2019-07-23,0.870967742
2019-07-24,0.870967742
2019-07-25,0.870967742
2019-07-26,0.870967742
2019-07-27,0.870967742
2019-07-28,0.870967742
2019-07-29,0.870967742
2019-07-30,0.870967742
2019-07-31,0.870967742
2019-08-01,1
2019-08-02,1
2019-08-03,1
2019-08-04,1
2019-08-05,1
2019-08-06,1
2019-08-07,1
2019-08-08,1
2019-08-09,1
2019-08-10,1
2019-08-11,1
2019-08-12,1
2019-08-13,1
2019-08-14,1
2019-08-15,1
2019-08-16,1
2019-08-17,1
2019-08-18,1
2019-08-19,1
2019-08-20,1
2019-08-21,1
2019-08-22,1
2019-08-23,1
2019-08-24,1
2019-08-25,1
2019-08-26,1
2019-08-27,1
2019-08-28,1
2019-08-29,1
2019-08-30,1
2019-08-31,1
2019-09-01,1.3
2019-09-02,1.3
2019-09-03,1.3
2019-09-04,1.3
2019-09-05,1.3
2019-09-06,1.3
2019-09-07,1.3
2019-09-08,1.3
2019-09-09,1.3
2019-09-10,1.3
2019-09-11,1.3
2019-09-12,1.3
2019-09-13,1.3
2019-09-14,1.3
2019-09-15,1.3
2019-09-16,1.3
2019-09-17,1.3
2019-09-18,1.3
2019-09-19,1.3
2019-09-20,1.3
2019-09-21,1.3
2019-09-22,1.3
2019-09-23,1.3
2019-09-24,1.3
2019-09-25,1.3
2019-09-26,1.3
2019-09-27,1.3
2019-09-28,1.3
2019-09-29,1.3
2019-09-30,1.3
2019-10-01,0.451612903
2019-10-02,0.451612903
2019-10-03,0.451612903
2019-10-04,0.451612903
2019-10-05,0.451612903
2019-10-06,0.451612903
2019-10-07,0.451612903
2019-10-08,0.451612903
2019-10-09,0.451612903
2019-10-10,0.451612903
2019-10-11,0.451612903
2019-10-12,0.451612903
2019-10-13,0.451612903
2019-10-14,0.451612903
2019-10-15,0.451612903
2019-10-16,0.451612903
2019-10-17,0.451612903
2019-10-18,0.451612903
2019-10-19,0.451612903
2019-10-20,0.451612903
2019-10-21,0.451612903
2019-10-22,0.451612903
2019-10-23,0.451612903
2019-10-24,0.451612903
2019-10-25,0.451612903
2019-10-26,0.451612903
2019-10-27,0.451612903
2019-10-28,0.451612903
2019-10-29,0.451612903
2019-10-30,0.451612903
2019-10-31,0.451612903
2019-11-01,63.06666667
2019-11-02,63.06666667
2019-11-03,63.06666667
2019-11-04,63.06666667
2019-11-05,63.06666667
2019-11-06,63.06666667
2019-11-07,63.06666667
2019-11-08,63.06666667
2019-11-09,63.06666667
2019-11-10,63.06666667
2019-11-11,63.06666667
2019-11-12,63.06666667
2019-11-13,63.06666667
2019-11-14,63.06666667
2019-11-15,63.06666667
2019-11-16,63.06666667
2019-11-17,63.06666667
2019-11-18,63.06666667
2019-11-19,63.06666667
2019-11-20,63.06666667
2019-11-21,63.06666667
2019-11-22,63.06666667
2019-11-23,63.06666667
2019-11-24,63.06666667
2019-11-25,63.06666667
2019-11-26,63.06666667
2019-11-27,63.06666667
2019-11-28,63.06666667
2019-11-29,63.06666667
2019-11-30,63.06666667
2019-12-01,21.38709677
2019-12-02,21.38709677
2019-12-03,21.38709677
2019-12-04,21.38709677
2019-12-05,21.38709677
2019-12-06,21.38709677
2019-12-07,21.38709677
2019-12-08,21.38709677
2019-12-09,21.38709677
2019-12-10,21.38709677
2019-12-11,21.38709677
2019-12-12,21.38709677
2019-12-13,21.38709677
2019-12-14,21.38709677
2019-12-15,21.38709677
2019-12-16,21.38709677
2019-12-17,21.38709677
2019-12-18,21.38709677
2019-12-19,21.38709677
